term,rank_x,rank_y,average
nina simone,41.209,0.1697,20.68935
zone 1u1,41.209,0.1697,20.68935
principales traductions,41.209,0.0721,20.64055
berges,41.0,0.2779,20.63895
côté,41.0,0.1876,20.5938
élargissement,41.0,0.1489,20.57445
vues,41.0,0.0941,20.54705
suite,41.0,0.0875,20.54375
art,41.0,0.0172,20.5086
continuités,40.0,0.8029,20.40145
sud de france,40.0,0.7642,20.3821
communauté d'agglomération,40.0,0.3405,20.17025
ganges,40.0,0.3177,20.15885
assainissement non collectif,40.0,0.2395,20.11975
îlot,40.0,0.2347,20.11735
rétention des eaux,40.0,0.2015,20.10075
castelnau,40.0,0.189,20.0945
sol des constructions,40.0,0.172,20.086
ppri,40.0,0.1503,20.07515
changement,40.0,0.1495,20.07475
ecusson,40.0,0.1318,20.0659
organisation,40.0,0.1274,20.0637
occupation des sols,40.0,0.1136,20.0568
modifications,40.0,0.1098,20.0549
d espaces libres,40.0,0.1041,20.05205
chapitre,40.0,0.1035,20.05175
pompignane,40.0,0.0971,20.04855
constructions ou installations,40.0,0.0857,20.04285
terrasses,40.0,0.0847,20.04235
maximum,40.0,0.0803,20.04015
faubourgs,40.0,0.0793,20.03965
moyens,40.0,0.0632,20.0316
pierre mendès-france,39.6241,0.2415,19.9328
hébergement hôtelier,39.6241,0.1342,19.87915
constructions existantes,39.6241,0.1116,19.86785
avenue albert,39.6241,0.0913,19.857699999999998
constructions nécessaires aux services,39.4728,0.1714,19.8221
habitations légères de loisirs,39.4728,0.0993,19.78605
rétention à la parcelle,39.4728,0.0947,19.78375
crue,39.0,0.4162,19.7081
pdu,39.0,0.394,19.697
haies,39.0,0.2699,19.63495
regard,39.0,0.248,19.624
aiguerelles,39.0,0.2255,19.61275
lien,39.0,0.17,19.585
trame,39.0,0.1469,19.57345
tvb,37.0,1.9474,19.4737
besoin,38.0,0.3736,19.1868
nègue cats,38.0391,0.3008,19.16995
pins,38.0,0.2752,19.1376
façades des constructions,38.0,0.2647,19.13235
règles particulières,38.0391,0.2162,19.12765
contexte,38.0,0.2512,19.1256
bordure des cours,38.0,0.2383,19.11915
protection civile,38.0391,0.1712,19.10515
principe général,38.0391,0.1441,19.0916
règle de hauteur,38.0,0.1603,19.08015
mise en service,38.0,0.1599,19.07995
image,38.0,0.1587,19.07935
pli de montpellier,38.0,0.1537,19.07685
garrigues,38.0,0.1322,19.0661
implantations,38.0,0.1118,19.0559
local,38.0,0.1082,19.0541
métropole,38.0,0.1039,19.05195
animation,38.0,0.0989,19.04945
carrefour,38.0,0.0971,19.04855
harmonie,38.0,0.0869,19.04345
faciès,37.0,0.8948,18.947400000000002
technopole,37.0,0.8138,18.9069
vauguières,37.0,0.7384,18.8692
autorisation spécifique du service,37.1508,0.2772,18.714
lattes,37.0,0.4052,18.7026
alignement de la voie,37.1508,0.1993,18.67505
nu de la façade,37.1508,0.1603,18.655549999999998
directives pour l établissement,37.1508,0.1136,18.632199999999997
suppression de l indice,37.1508,0.1045,18.62765
extension ponctuelle du secteur,37.1508,0.1045,18.62765
déplacement,37.0,0.2543,18.62715
identité,37.0,0.2249,18.61245
saillies,36.0,1.1768,18.5884
face,37.0,0.1599,18.57995
information,37.0,0.1587,18.57935
maintien de surfaces,36.0,0.8979,18.44895
partie nord,36.4541,0.3919,18.423
croissance démographique,36.4541,0.2444,18.349249999999998
exploitation agricole,36.4541,0.2382,18.346149999999998
urbanisation du secteur,36.0,0.6361,18.31805
urbanisation du site,36.0,0.6361,18.31805
cas échéant,36.4541,0.1441,18.2991
pointe,36.0,0.5878,18.2939
développement durable,36.4541,0.1274,18.29075
grands équipements,36.4541,0.1118,18.28295
arrêté préfectoral,36.4541,0.1066,18.28035
plancher maximale,36.4541,0.1027,18.278399999999998
grande partie,36.4541,0.0472,18.250649999999997
périmètre de protection,36.0,0.4517,18.22585
mètre,36.0,0.4435,18.22175
compatibilité,36.0,0.3921,18.19605
formations,36.0,0.3744,18.1872
matiere,36.0,0.3531,18.17655
imposees aux constructions,36.0,0.3114,18.1557
intérêt des lieux,36.0,0.3114,18.1557
cheminement piéton entre la rue,36.1895,0.0917,18.140600000000003
accès à une voie publique,36.1895,0.0857,18.137600000000003
périmètres en bordure,36.0,0.2382,18.1191
piscines,36.0,0.1877,18.09385
avenue de toulouse,36.0,0.1515,18.07575
enseignes,36.0,0.1441,18.07205
accessibilité,36.0,0.1186,18.0593
principales traductions réglementaires,36.0,0.1172,18.0586
extension du secteur,36.0,0.1172,18.0586
garosud,36.0,0.1136,18.0568
places de parking,36.0,0.1003,18.05015
stationnement par logement,36.0,0.0857,18.04285
particulier,36.0,0.0719,18.03595
gêne,36.0,0.0586,18.0293
règles suivantes,34.8692,0.789,17.8291
horizon,35.0,0.3494,17.6747
mogère,35.0,0.3431,17.67155
qualité de l air,34.8289,0.4159,17.6224
futur quartier,34.8692,0.3552,17.6122
délibération du conseil municipal,34.8289,0.3671,17.598
secteur sud,34.8692,0.3057,17.58745
hui,35.0,0.1692,17.5846
renforcement,35.0,0.1598,17.5799
norme,35.0,0.1274,17.5637
plans,35.0,0.1218,17.5609
règle générale,34.8692,0.2223,17.545749999999998
nord-ouest,35.0,0.0875,17.54375
énergie,35.0,0.0721,17.53605
activité agricole,34.8692,0.2006,17.5349
longueur,35.0,0.0468,17.5234
dimension,35.0,0.0372,17.5186
avenue nina,34.8692,0.1433,17.50625
personnes âgées,34.8692,0.1208,17.495
quartier mosson,34.8692,0.1142,17.491699999999998
zac ovalie,34.8692,0.1026,17.4859
eaux résiduaires,34.8692,0.0857,17.47745
retrait minimum,34.8692,0.0721,17.47065
espaces boisés,34.8692,0.0631,17.46615
territoire communal de montpellier,34.8289,0.0847,17.456799999999998
requalification des espaces publics,34.8289,0.0683,17.4486
infiltration des eaux,34.0,0.8479,17.42395
rouge,34.0,0.6519,17.32595
imposees,34.0,0.5865,17.29325
effort,34.0,0.3743,17.18715
mois,34.0,0.3003,17.15015
enjeu,34.0,0.2842,17.1421
liaisons,34.0,0.2602,17.1301
square,34.0,0.2453,17.12265
arènes,34.0,0.2268,17.1134
pierre mendès france,34.0,0.2161,17.10805
grillage,34.0,0.2092,17.1046
conditions de desserte,34.0,0.2072,17.1036
données,34.0,0.2,17.1
fleuve,34.0,0.1889,17.09445
agropolis,34.0,0.1881,17.09405
démarche,34.0,0.17,17.085
servitude,34.0,0.1678,17.0839
celleneuve,34.0,0.1252,17.0626
cours de réalisation,34.0,0.1208,17.0604
jean,34.0,0.113,17.0565
normes,34.0,0.1114,17.0557
sud-est,34.0,0.1112,17.0556
place pablo picasso,34.0,0.111,17.0555
février,34.0,0.1066,17.0533
accompagnement,34.0,0.0901,17.04505
servitude de passage,34.0,0.0857,17.04285
établissement des dossiers,34.0,0.0857,17.04285
travers,34.0,0.0807,17.04035
portes,34.0,0.0755,17.03775
construction de logements,34.0,0.0721,17.03605
unes,34.0,0.0603,17.03015
montpellier sud,33.2842,0.7714,17.0278
délibération,33.0,0.5647,16.78235
dernières années,33.2842,0.2723,16.77825
partie sud,33.2842,0.251,16.767599999999998
limite communale,33.2842,0.2187,16.75145
milieux naturels,33.2842,0.1767,16.730449999999998
mas nouguier,33.2842,0.1745,16.72935
dispositions spécifiques,33.2842,0.1198,16.701999999999998
logements collectifs,33.2842,0.1142,16.699199999999998
installations nécessaires,33.2842,0.101,16.6926
même propriété,33.2842,0.0721,16.67815
apport,33.0,0.3493,16.67465
nu,33.0,0.2645,16.63225
champ,33.0,0.251,16.6255
conséquence,33.0,0.251,16.6255
programmes,33.0,0.1899,16.59495
couronne,33.0,0.1505,16.57525
rivière,33.0,0.1471,16.57355
vente,33.0,0.1465,16.57325
totalité,33.0,0.1425,16.57125
topographie,33.0,0.1252,16.5626
son,33.0,0.1242,16.5621
artisanat,33.0,0.1116,16.5558
tranche,33.0,0.104,16.552
impasse,33.0,0.0951,16.54755
rez-de-chaussée,33.0,0.0939,16.54695
albert,33.0,0.0873,16.54365
objectifs du projet urbain,32.507,0.3754,16.4412
gêne à la circulation,32.507,0.101,16.304
dispositions spécifiques des secteurs,32.507,0.0917,16.29935
protection suffisante du milieu,32.507,0.0857,16.29635
nature de l activité,32.507,0.0857,16.29635
accès à une voie,32.507,0.0857,16.29635
classe,32.0,0.3742,16.1871
agence,32.0,0.3144,16.1572
périmètres de desserte,32.0,0.302,16.151
coulée,32.0,0.299,16.1495
constructeurs en matiere,32.0,0.277,16.1385
matiere de realisation,32.0,0.277,16.1385
imposees aux constructeurs,32.0,0.277,16.1385
eaux de vidange,32.0,0.277,16.1385
desserte des terrains,32.0,0.277,16.1385
graphiques du règlement,32.0,0.2393,16.11965
balcons,32.0,0.2222,16.1111
pli,32.0,0.2198,16.1099
orientations du plan,32.0,0.2117,16.10585
aménagement du secteur,32.0,0.1811,16.09055
article ne s,32.0,0.1711,16.08555
source du lez,32.0,0.1692,16.0846
bénéfice,32.0,0.1415,16.07075
montmaur,32.0,0.1279,16.06395
dimensions,32.0,0.118,16.059
propriétaires,32.0,0.1116,16.0558
périmètres de hauteur,32.0,0.1044,16.0522
modification du règlement,32.0,0.1044,16.0522
canalisations souterraines étanches,32.0,0.0857,16.04285
l annexe sanitaire,32.0,0.0857,16.04285
ensemble du territoire,32.0,0.0839,16.04195
souci,32.0,0.0799,16.03995
réseau d'assainissement,32.0,0.0767,16.03835
réglementation,32.0,0.0747,16.03735
avenue albert einstein,32.0,0.0605,16.03025
zone 5au,30.1143,1.9357,16.025
lieux avoisinants,31.6993,0.3461,16.0227
reglement applicable,31.6993,0.3461,16.0227
pleine terre,31.6993,0.3461,16.0227
développement économique,31.6993,0.339,16.01915
signaux radioélectriques,31.6993,0.2675,15.9834
canalisations souterraines,31.6993,0.1711,15.9352
aggravation,31.0,0.8661,15.93305
correction graphique,31.6993,0.1305,15.914900000000001
haute tige,31.6993,0.1176,15.90845
constructions nouvelles,31.6993,0.1144,15.90685
montpellier grand,31.6993,0.0879,15.893600000000001
maisons individuelles,31.6993,0.0753,15.8873
albert einstein,31.6993,0.0629,15.8811
libre écoulement,31.6993,0.0603,15.879800000000001
périmètre de prescriptions architecturales,30.1851,1.515,15.85005
critères,31.0,0.3808,15.6904
routes,31.0,0.2214,15.6107
mendès-france,31.0,0.1998,15.5999
élément,31.0,0.1954,15.5977
maison,31.0,0.1691,15.58455
millénaire,31.0,0.1586,15.5793
nîmes,31.0,0.1502,15.5751
voisinage,31.0,0.1373,15.56865
hydrogéologie,30.0,1.0746,15.5373
exutoire,30.0,0.6888,15.3444
charte,30.0,0.5848,15.2924
ménages,30.0,0.5419,15.27095
offre commerciale,30.1143,0.4226,15.26845
milieu récepteur,30.1143,0.3914,15.25285
largeur inférieure,30.1143,0.3019,15.2081
objectifs du projet,30.0,0.3752,15.1876
logement social,30.1143,0.2547,15.1845
défense contre l incendie,30.1851,0.1711,15.178099999999999
périmètres des secteurs particuliers,30.1851,0.1711,15.178099999999999
secteurs particuliers de risque,30.1851,0.1711,15.178099999999999
hôpitaux,30.0,0.3389,15.16945
pôles,30.0,0.3147,15.15735
phase,30.0,0.3118,15.1559
accroissement,30.0,0.3001,15.15005
cats,30.0,0.2965,15.14825
dispositions de la réglementation,30.1851,0.101,15.143049999999999
campus,30.0,0.2829,15.14145
dehors des voies publiques,30.1851,0.0947,15.139899999999999
liaison entre la rue,30.1851,0.0849,15.135
règles de hauteur,30.0,0.2644,15.1322
sens unique,30.1143,0.1441,15.1292
code de l'urbanisme,30.1851,0.0721,15.128599999999999
basse vallée,30.1143,0.1387,15.1265
m2,30.0,0.2325,15.11625
panneaux,30.0,0.2236,15.1118
piétons,30.0,0.2186,15.1093
utilité publique,30.1143,0.101,15.10765
eaux souterraines,30.1143,0.1,15.10715
place par logement,30.0,0.2015,15.10075
emplacements réservés,30.1143,0.0847,15.0995
acte authentique,30.1143,0.0721,15.0932
hectares,30.0,0.1779,15.08895
st,30.0,0.1586,15.0793
réglementation en vigueur,30.0,0.1586,15.0793
scot,30.0,0.1518,15.0759
maisons de ville,30.0,0.1411,15.07055
début des années,30.0,0.1317,15.06585
forêt,30.0,0.1295,15.06475
raccordements,30.0,0.1208,15.0604
terre,30.0,0.1186,15.0593
hauteur maximale admissible,30.0,0.0976,15.0488
orientations d amenagement,30.0,0.0976,15.0488
assainissement des eaux,30.0,0.095,15.0475
date,30.0,0.0929,15.04645
zone 14au,28.5293,1.5624,15.04585
plantation,30.0,0.0893,15.04465
environnement de qualité,30.0,0.0753,15.03765
entrées de ville,30.0,0.0747,15.03735
parcs de stationnement,30.0,0.0747,15.03735
réalisation du projet,30.0,0.0721,15.03605
seigneurs,30.0,0.0699,15.03495
requalification des espaces,30.0,0.0683,15.03415
zones et secteurs,30.0,0.0683,15.03415
cf,30.0,0.0526,15.0263
route de lavérune,30.0,0.0458,15.0229
pprif,29.0,0.5002,14.7501
accession,29.0,0.3331,14.66655
exutoires,29.0,0.2749,14.63745
rôle,29.0,0.2128,14.6064
françois,29.0,0.1997,14.59985
pétitionnaire,29.0,0.144,14.572
apports,29.0,0.1424,14.5712
consommation,29.0,0.1424,14.5712
richter,29.0,0.1391,14.56955
canal,29.0,0.1196,14.5598
relief,29.0,0.1136,14.5568
euromédecine,29.0,0.1102,14.5551
ci-après,29.0,0.1048,14.5524
peyrou,29.0,0.1,14.55
boutonnet,29.0,0.094,14.547
mende,29.0,0.0903,14.54515
zac oz,28.5293,0.3548,14.44205
mesures compensatoires,28.5293,0.3317,14.4305
conseil municipal,28.5293,0.3174,14.42335
zone ua,28.5293,0.3111,14.4202
nombre total,28.5293,0.2201,14.374699999999999
mètres minimum,28.5293,0.207,14.36815
cas particulier,28.5293,0.1923,14.3608
faune et flore,28.0,0.6978,14.3489
résidents,28.0,0.6779,14.33895
constructions nécessaires,28.5293,0.1414,14.33535
pont trinquat,28.5293,0.1197,14.3245
liaison rue,28.5293,0.1172,14.32325
– avenue,28.5293,0.1172,14.32325
superficie minimale,28.5293,0.1118,14.320549999999999
nombre de places de stationnement,28.4346,0.2015,14.31805
beaux arts,28.5293,0.0629,14.2961
grands domaines,28.5293,0.0569,14.293099999999999
protection de captage,28.0,0.4867,14.24335
ripisylve du lez,28.0,0.4867,14.24335
maintien de surfaces libres,27.8631,0.5989,14.231
collecte des déchets,28.0,0.3387,14.16935
usage d'habitation,28.0,0.333,14.1665
mendès,28.0,0.3,14.15
altitude,28.0,0.2929,14.14645
débit de fuite,28.0,0.263,14.1315
corum,28.0,0.2495,14.12475
règlement zone ua,28.0,0.2427,14.12135
collecte des ordures ménagères,27.8631,0.3751,14.1191
—,28.0,0.2267,14.11335
lycée,28.0,0.2001,14.10005
légitimité,28.0,0.1822,14.0911
simone,28.0,0.1822,14.0911
l énergie solaire,28.0,0.1711,14.08555
mixité des fonctions,28.0,0.1601,14.08005
traitement des eaux,28.0,0.1504,14.0752
station de tramway,28.0,0.1414,14.0707
surface de vente,28.0,0.141,14.0705
agriculture,28.0,0.1349,14.06745
m de part,28.0,0.1295,14.06475
dehors des voies,28.0,0.1197,14.05985
motifs,28.0,0.1197,14.05985
total,28.0,0.1195,14.05975
colline,28.0,0.1136,14.0568
front,28.0,0.1042,14.0521
place par tranche,28.0,0.104,14.052
permis,28.0,0.0992,14.0496
effets,28.0,0.0924,14.0462
indice de hauteur,28.0,0.0916,14.0458
essences,28.0,0.0891,14.04455
pos,28.0,0.0813,14.04065
fond,28.0,0.0789,14.03945
nombre total de logements,27.8631,0.2076,14.03535
règlementé pour les constructions,27.8631,0.2076,14.03535
projet montpellier grand,28.0,0.0635,14.03175
extérieur,28.0,0.0496,14.0248
élimination des effluents autres,27.8631,0.1197,13.9914
surface de plancher existante,27.8631,0.0857,13.9744
correction de texte –,27.8631,0.0781,13.9706
cadre de l'étude,27.8631,0.0537,13.9584
astien,27.0,0.8174,13.9087
future urbanisation,26.9444,0.5965,13.77045
périmètre de prescriptions,26.0,1.5089,13.75445
nègue,27.0,0.3499,13.67495
villes,27.0,0.2813,13.64065
nouveau secteur,26.9444,0.3238,13.6341
règles spécifiques,26.9444,0.3193,13.63185
cycles,27.0,0.2498,13.6249
paillade,27.0,0.2266,13.6133
tracé,27.0,0.2185,13.60925
méjanelle,27.0,0.2094,13.6047
comédie,27.0,0.2066,13.6033
usages,27.0,0.1766,13.5883
nina,27.0,0.1762,13.5881
montpellier méditerranée,26.9444,0.2253,13.584850000000001
pierre mendès,26.9444,0.2159,13.580150000000001
communal,27.0,0.1524,13.5762
tableau,27.0,0.1464,13.5732
consuls,27.0,0.1422,13.5711
mur bahut,26.9444,0.1875,13.56595
3m,27.0,0.1269,13.56345
trottoirs,27.0,0.1263,13.56315
hôpitaux facultés,26.9444,0.1691,13.556750000000001
environnement urbain,26.9444,0.1691,13.556750000000001
paul,27.0,0.113,13.5565
raccordement,27.0,0.0978,13.5489
support,27.0,0.0924,13.5462
aiguelongue,27.0,0.0922,13.5461
lutte,27.0,0.0891,13.54455
entrées,27.0,0.0835,13.54175
fonds,27.0,0.0747,13.53735
structure,27.0,0.0713,13.53565
pablo,27.0,0.0599,13.52995
pablo picasso,26.9444,0.111,13.527700000000001
place pablo,26.9444,0.111,13.527700000000001
zac parc,26.9444,0.111,13.527700000000001
crues,27.0,0.0496,13.5248
intérieur,27.0,0.0496,13.5248
habitations légères,26.9444,0.0992,13.5218
entretien,27.0,0.0244,13.5122
zac jardins,26.9444,0.0781,13.51125
annexe sanitaire,26.9444,0.0721,13.50825
activités économiques,26.9444,0.0508,13.4976
plan d'action,26.0,0.6932,13.3466
sous-sol,26.0,0.4972,13.2486
auz,26.0,0.4483,13.22415
centres,26.0,0.393,13.1965
maintien de surfaces libres perméables,25.8496,0.5003,13.174949999999999
mesures de gestion des élements,25.8496,0.5003,13.174949999999999
objectifs de niveau sonore réglementaires,25.8496,0.5003,13.174949999999999
fossés,26.0,0.3008,13.1504
suivi,26.0,0.2747,13.13735
facultés,26.0,0.272,13.136
usagers,26.0,0.2359,13.11795
perspectives,26.0,0.2252,13.1126
règlement zone uz,26.0,0.2248,13.1124
m au sommet,26.0,0.2248,13.1124
cultures,26.0,0.2094,13.1047
hôpitaux-facultés,26.0,0.1986,13.0993
matériau,26.0,0.198,13.099
termes,26.0,0.1732,13.0866
périmètres des secteurs,26.0,0.171,13.0855
caractéristiques des terrains,26.0,0.171,13.0855
saillies de toitures,26.0,0.1601,13.08005
annexe du plu,26.0,0.1555,13.07775
points de vue,26.0,0.1514,13.0757
potentiel,26.0,0.1464,13.0732
lignes de tramway,26.0,0.141,13.0705
absence de réseau,26.0,0.1327,13.06635
plan d'action stratégique,25.5412,0.5878,13.0645
restauration des continuités écologiques,25.5412,0.5878,13.0645
ambiance,26.0,0.1263,13.06315
dispositions du code,26.0,0.1257,13.06285
collectivités,26.0,0.1237,13.06185
construction ou installation,26.0,0.1197,13.05985
enseignement,26.0,0.1195,13.05975
quartier hôpitaux facultés,26.0,0.113,13.0565
rapport à l'axe,25.5412,0.5653,13.05325
besoins des constructions,26.0,0.0946,13.0473
commune de grabels,26.0,0.0861,13.04305
village,26.0,0.0861,13.04305
l enquête publique,26.0,0.0849,13.04245
salubrité,26.0,0.0839,13.04195
conception,26.0,0.0631,13.03155
souterrain,26.0,0.0621,13.03105
parcours,26.0,0.0537,13.02685
élaboration,26.0,0.0537,13.02685
parcs et jardins,26.0,0.0498,13.0249
service applicable à la commune,25.8496,0.1734,13.0115
protection suffisante du milieu naturel,25.8496,0.1601,13.00485
##########end##########,13.0,,13.0
m par rapport à l'axe,25.2662,0.6815,12.97385
installations nécessaires aux services publics,25.8496,0.0829,12.966249999999999
hauteur maximum,25.3594,0.5263,12.94285
collecte sélective,25.3594,0.4221,12.89075
rétention des eaux pluviales,25.5412,0.2379,12.88955
nord de l autoroute,25.5412,0.2185,12.87985
dispositifs techniques de captage,25.5412,0.2014,12.8713
mètres de l axe,25.5412,0.1905,12.86585
réseau public de collecte,25.5412,0.1905,12.86585
caractère de la zone,25.5412,0.1905,12.86585
isolation acoustique,25.3594,0.3606,12.860000000000001
apport de pollution dans un cours,25.2662,0.4505,12.858350000000002
surface de l unité,25.5412,0.1655,12.85335
long de la route,25.5412,0.1595,12.85035
arbres de hautes tiges,25.5412,0.1333,12.83725
écoulement des eaux pluviales,25.5412,0.1295,12.83535
sud de l autoroute,25.5412,0.101,12.8211
article auz,25.3594,0.2767,12.818050000000001
autorisation spécifique,25.3594,0.2767,12.818050000000001
service assainissement,25.3594,0.2767,12.818050000000001
période pluvieuse,25.3594,0.2747,12.81705
ville centre,25.3594,0.2719,12.81565
débordement,25.0,0.6282,12.8141
suppression de l emplacement,25.5412,0.0721,12.80665
cohérence territoriale,25.3594,0.244,12.8017
bordure de l avenue,25.5412,0.049,12.7951
résidences universitaires,25.3594,0.2014,12.7804
alluvions,25.0,0.5229,12.76145
réseau unitaire,25.3594,0.1585,12.75895
assainissement collectif,25.3594,0.144,12.7517
réseau pluvial,25.3594,0.1251,12.74225
quartier hôpitaux,25.3594,0.1129,12.73615
diversité urbaine,25.3594,0.1044,12.7319
réseaux publics,25.3594,0.104,12.7317
plaine littorale,25.3594,0.1018,12.7306
xixème siècle,25.3594,0.0922,12.7258
acteurs,25.0,0.4501,12.72505
quartier hôpitaux-facultés,25.3594,0.0733,12.71635
saint roch,25.3594,0.0683,12.71385
ton similaire à la pierre locale,25.2662,0.1563,12.711250000000001
perméabilité,25.0,0.3345,12.66725
garages,25.0,0.2551,12.62755
nouguier,25.0,0.2246,12.6123
produits,25.0,0.2212,12.6106
aéroport,25.0,0.1873,12.59365
